Nombre Institución;Tipo Institución;Nombre de la Sede;Comuna donde se imparte la carrera o programa;Nombre Region;Orden Geográfico de la Región (Norte aSur);Carrera Genérica;Nombre Programa;Area Conocimiento;Vacantes (1)
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;100
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;35
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;30
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;25
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;30
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;45
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Mecánica Automotriz;TNS en Mecánica Automotriz en Maquinaria Pesada;Tecnología;30
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Mecánica Automotriz;TNS Mecánica Automotriz en Maquinaria Pesada;Tecnología;25
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantención Industrial;Tecnología;25
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento de Plantas Mineras;Tecnología;25
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento de Plantas Mineras;Tecnología;15
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento de Plantas Mineras;Tecnología;25
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento de Plantas Mineras;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento de Plantas Mineras;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento de Plantas Mineras;Tecnología;35
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento de Plantas Mineras;Tecnología;30
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento de Plantas Mineras;Tecnología;15
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento de Plantas Mineras;Tecnología;40
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;60
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;60
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;25
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;15
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;20
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;25
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;20
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;70
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;50
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;43
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;42
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;40
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;25
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;45
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;35
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;35
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;55
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mantenimiento Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;50
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;55
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;65
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;50
C.F.T. INACAP;C.F.T.;Copiapó;Copiapó;Región de Atacama;4;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;45
C.F.T. INACAP;C.F.T.;Coyhaique;Coyhaique;Región de Aysén;15;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;30
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;60
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;40
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;25
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;20
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;95
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;30
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;70
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;60
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;40
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;55
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;45
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;35
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;40
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;50
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;35
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;30
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;30
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;30
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;95
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;45
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;45
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;60
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;96
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;60
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;80
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;50
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;140
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;60
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;70
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;60
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Mecánica Industrial, mantención y similares ;TNS en Mecánica y Electromovilidad Automotriz;Tecnología;50
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Metalurgia y similares;TNS en Metalurgia Extractiva;Tecnología;30
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Metalurgia y similares;TNS en Metalurgia Extractiva;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Metalurgia y similares;TNS en Metalurgia Extractiva;Tecnología;20
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Minas y similares;TNS en Minería;Tecnología;40
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Minas y similares;TNS en Minería;Tecnología;25
C.F.T. INACAP;C.F.T.;Copiapó;Copiapó;Región de Atacama;4;Técnico en Minas y similares;TNS en Minería;Tecnología;55
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Minas y similares;TNS en Minería;Tecnología;35
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Minas y similares;TNS en Minería;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Minas y similares;TNS en Minería;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Minas y similares;TNS en Minería;Tecnología;40
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Minas y similares;TNS en Minería;Tecnología;40
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Operaciones Industriales y similares;TNS en Fabricación y Montaje Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Operaciones Industriales y similares;TNS en Fabricación y Montaje Industrial;Tecnología;35
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Operaciones Industriales y similares;TNS en Fabricación y Montaje Industrial;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Refrigeración, Climatización y similares;TNS en Climatización;Tecnología;45
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Refrigeración, Climatización y similares;TNS en Climatización;Tecnología;40
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Refrigeración, Climatización y similares;TNS en Refrigeración;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Refrigeración, Climatización y similares;TNS en Refrigeración;Tecnología;30
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Topografía;TNS en Topografía;Tecnología;30
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Topografía;TNS en Topografía;Tecnología;30
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Topografía;TNS en Topografía;Tecnología;35
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Topografía;TNS en Topografía;Tecnología;15
C.F.T. INACAP;C.F.T.;Las Condes;Ñuñoa;Región Metropolitana;7;Técnico en Topografía;TNS en Topografía;Tecnología;20
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Topografía;TNS en Topografía;Tecnología;25
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Topografía;TNS en Topografía;Tecnología;35
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Topografía;TNS en Topografía;Tecnología;30
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Topografía;TNS en Topografía;Tecnología;25
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Topografía;TNS en Topografía;Tecnología;30
